source,4.498370409795662e-51,1
reported,7.176273285814381e-22,1
journal,8.409672093042605e-15,1
evidence,2.269274836310845e-14,1
exclusively,4.7452532895677355e-14,1
stated,6.198990017362349e-12,1
report,1.3945304513525976e-11,1
rupture,2.5438557753645347e-11,1
segregation,2.3760088989669426e-10,1
total,7.972364025543845e-10,1
aspect,6.282887546116932e-07,1
mediation,6.519307369799174e-07,1
use,8.71901496911415e-07,1
origin,1.430535252748568e-06,1
subsequently,1.485131933159079e-06,1
splitting,3.816179113008886e-06,1
however,4.927410791651563e-06,1
reveal,1.4119601761323532e-05,1
ordered,1.7711749153431022e-05,1
contained,6.053343313949697e-05,1
received,0.0001199569228111773,1
nevertheless,0.0001414822371284107,1
planning,0.00028325782010315805,1
learned,0.0003421188231184984,1
user,0.0004245095932675097,1
accurate,0.0004947846231295488,1
distortion,0.0007487810336370354,1
sound,0.0008510107195245126,1
common,0.0008644216532474549,1
organization,0.001164629929875641,1
figure,0.0012580713913520425,1
human,0.001342551819905937,1
working,0.001730768303941204,1
myth,0.0017651256694243538,1
participate,0.0017770679321505456,1
include,0.002003044936519085,1
female,0.0021983177549762148,1
social,0.002302255557130983,1
male,0.0028548710112912806,1
particular,0.0038166584257994813,1
future,0.004396065201817058,1
altered,0.005421883708243947,1
error,0.005631650116403815,1
control,0.005859510576581244,1
moreover,0.007243265597476758,1
adopt,0.007243265597476758,1
relative,0.008415173346195666,1
weight,0.008918343567497655,1
chosen,0.010345532645732384,1
comparison,0.01332160287093922,1
fixed,0.014456722047929261,1
culture,0.014832339021986326,1
process,0.015959879892702176,1
extent,0.017128774186695585,1
section,0.02096470220400869,1
indeed,0.027347172541277512,1
shared,0.02947068761328185,1
belief,0.03244461670325429,1
desire,0.03534224526954824,1
previously,0.03725421945060596,1
conduct,0.03938934076850062,1
regardless,0.03959341698907971,1
